cat_type,category,subcategory,period,litres
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2021/22 Q4,15653
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2022/23 Q1,20837
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2022/23 Q2,23924
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2022/23 Q3,19691
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2022/23 Q4,12006
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2021/22 Q4,288
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2022/23 Q1,256
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2022/23 Q2,252
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2022/23 Q3,590
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2022/23 Q4,274
Wine,Portugal Wine,Portugal White Wine,Fiscal 2021/22 Q4,33330
Wine,Portugal Wine,Portugal White Wine,Fiscal 2022/23 Q1,56638
Wine,Portugal Wine,Portugal White Wine,Fiscal 2022/23 Q2,54408
Wine,Portugal Wine,Portugal White Wine,Fiscal 2022/23 Q3,41575
Wine,Portugal Wine,Portugal White Wine,Fiscal 2022/23 Q4,30324
Wine,Sake,Japan Sake,Fiscal 2021/22 Q4,58407
Wine,Sake,Japan Sake,Fiscal 2022/23 Q1,65927
Wine,Sake,Japan Sake,Fiscal 2022/23 Q2,49306
Wine,Sake,Japan Sake,Fiscal 2022/23 Q3,78681
Wine,Sake,Japan Sake,Fiscal 2022/23 Q4,71345
Wine,Sake,Other Country Sake,Fiscal 2021/22 Q4,2378
Wine,Sake,Other Country Sake,Fiscal 2022/23 Q1,3159
Wine,Sake,Other Country Sake,Fiscal 2022/23 Q2,3279
Wine,Sake,Other Country Sake,Fiscal 2022/23 Q3,2936
Wine,Sake,Other Country Sake,Fiscal 2022/23 Q4,2643
Wine,Sake,USA Sake,Fiscal 2021/22 Q4,82605
Wine,Sake,USA Sake,Fiscal 2022/23 Q1,81855
Wine,Sake,USA Sake,Fiscal 2022/23 Q2,59124
Wine,Sake,USA Sake,Fiscal 2022/23 Q3,90577
Wine,Sake,USA Sake,Fiscal 2022/23 Q4,80427
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2021/22 Q4,75
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2022/23 Q1,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2022/23 Q2,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2022/23 Q3,4
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2022/23 Q4,4
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2021/22 Q4,68498
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2022/23 Q1,74704
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2022/23 Q2,48500
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2022/23 Q3,86654
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2022/23 Q4,63906
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2021/22 Q4,3595
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2022/23 Q1,9913
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2022/23 Q2,6791
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2022/23 Q3,3668
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2022/23 Q4,5004
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2021/22 Q4,526
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2022/23 Q1,108
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2022/23 Q2,63
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2022/23 Q3,130
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2022/23 Q4,324
Wine,South Africa Wine,South Africa White Wine,Fiscal 2021/22 Q4,75318
Wine,South Africa Wine,South Africa White Wine,Fiscal 2022/23 Q1,90205
Wine,South Africa Wine,South Africa White Wine,Fiscal 2022/23 Q2,68570
Wine,South Africa Wine,South Africa White Wine,Fiscal 2022/23 Q3,100387
Wine,South Africa Wine,South Africa White Wine,Fiscal 2022/23 Q4,84092
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2021/22 Q4,549
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2022/23 Q1,267
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2022/23 Q2,144
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2022/23 Q3,322
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2022/23 Q4,414
Wine,Spain Wine,Spain Red Wine,Fiscal 2021/22 Q4,337890
Wine,Spain Wine,Spain Red Wine,Fiscal 2022/23 Q1,289899
Wine,Spain Wine,Spain Red Wine,Fiscal 2022/23 Q2,215100
Wine,Spain Wine,Spain Red Wine,Fiscal 2022/23 Q3,346542
Wine,Spain Wine,Spain Red Wine,Fiscal 2022/23 Q4,236232
Wine,Spain Wine,Spain Rose Wine,Fiscal 2021/22 Q4,24184
Wine,Spain Wine,Spain Rose Wine,Fiscal 2022/23 Q1,24842
Wine,Spain Wine,Spain Rose Wine,Fiscal 2022/23 Q2,24747
