cat_type,category,subcategory,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4,Fiscal 2023/24 Q1,Fiscal 2023/24 Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"36,520,115","29,203,940","27,733,166","32,950,510","32,780,795"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"8,889,828","6,700,959","6,184,641","7,861,360","8,146,648"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"14,373,265","11,635,541","10,926,512","14,167,370","14,313,315"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"11,602,917","7,143,879","6,972,774","10,272,775","10,710,284"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"35,189","21,597","15,795","20,876","25,751"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"258,019","207,349","171,678","175,267","191,110"
Beer,Import Beer,Asia And South Pacific Beer,"204,021","228,558","242,133","281,279","299,016"
Beer,Import Beer,Europe Beer,"4,275,921","4,335,935","3,836,302","4,179,961","4,098,629"
Beer,Import Beer,Mexico And Caribbean Beer,"682,488","368,644","288,576","482,388","592,865"
Beer,Import Beer,Other Country Beer,"55,491","80,574","88,396","102,199","104,708"
Beer,Import Beer,USA Beer,"465,968","319,550","303,080","368,696","136,650"
