cat_type,category,subcategory,period,litres
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2020/21 Q3,17707
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2020/21 Q4,16202
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2021/22 Q1,28760
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2021/22 Q2,28306
Wine,Portugal Wine,Portugal Rose Wine,Fiscal 2021/22 Q3,18995
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2020/21 Q3,158
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2020/21 Q4,216
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2021/22 Q1,375
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2021/22 Q2,538
Wine,Portugal Wine,Portugal Sparkling Wine,Fiscal 2021/22 Q3,560
Wine,Portugal Wine,Portugal White Wine,Fiscal 2020/21 Q3,34410
Wine,Portugal Wine,Portugal White Wine,Fiscal 2020/21 Q4,33100
Wine,Portugal Wine,Portugal White Wine,Fiscal 2021/22 Q1,52401
Wine,Portugal Wine,Portugal White Wine,Fiscal 2021/22 Q2,52847
Wine,Portugal Wine,Portugal White Wine,Fiscal 2021/22 Q3,30816
Wine,Sake,Japan Sake,Fiscal 2020/21 Q3,52470
Wine,Sake,Japan Sake,Fiscal 2020/21 Q4,50789
Wine,Sake,Japan Sake,Fiscal 2021/22 Q1,49398
Wine,Sake,Japan Sake,Fiscal 2021/22 Q2,55000
Wine,Sake,Japan Sake,Fiscal 2021/22 Q3,69489
Wine,Sake,Other Country Sake,Fiscal 2020/21 Q3,3559
Wine,Sake,Other Country Sake,Fiscal 2020/21 Q4,4083
Wine,Sake,Other Country Sake,Fiscal 2021/22 Q1,4392
Wine,Sake,Other Country Sake,Fiscal 2021/22 Q2,4121
Wine,Sake,Other Country Sake,Fiscal 2021/22 Q3,3294
Wine,Sake,USA Sake,Fiscal 2020/21 Q3,75611
Wine,Sake,USA Sake,Fiscal 2020/21 Q4,79435
Wine,Sake,USA Sake,Fiscal 2021/22 Q1,61552
Wine,Sake,USA Sake,Fiscal 2021/22 Q2,70970
Wine,Sake,USA Sake,Fiscal 2021/22 Q3,88968
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2020/21 Q3,14
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2020/21 Q4,45
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2021/22 Q1,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2021/22 Q2,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2021/22 Q3,0
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2020/21 Q3,112706
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2020/21 Q4,109375
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2021/22 Q1,97877
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2021/22 Q2,74742
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2021/22 Q3,99458
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2020/21 Q3,2693
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2020/21 Q4,706
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2021/22 Q1,6768
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2021/22 Q2,10252
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2021/22 Q3,3986
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2020/21 Q3,180
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2020/21 Q4,230
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2021/22 Q1,256
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2021/22 Q2,274
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2021/22 Q3,256
Wine,South Africa Wine,South Africa White Wine,Fiscal 2020/21 Q3,80880
Wine,South Africa Wine,South Africa White Wine,Fiscal 2020/21 Q4,83876
Wine,South Africa Wine,South Africa White Wine,Fiscal 2021/22 Q1,99262
Wine,South Africa Wine,South Africa White Wine,Fiscal 2021/22 Q2,90180
Wine,South Africa Wine,South Africa White Wine,Fiscal 2021/22 Q3,79715
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2020/21 Q3,160
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2020/21 Q4,162
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2021/22 Q1,329
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2021/22 Q2,763
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2021/22 Q3,457
Wine,Spain Wine,Spain Red Wine,Fiscal 2020/21 Q3,365282
Wine,Spain Wine,Spain Red Wine,Fiscal 2020/21 Q4,410721
Wine,Spain Wine,Spain Red Wine,Fiscal 2021/22 Q1,403298
Wine,Spain Wine,Spain Red Wine,Fiscal 2021/22 Q2,369328
Wine,Spain Wine,Spain Red Wine,Fiscal 2021/22 Q3,432996
Wine,Spain Wine,Spain Rose Wine,Fiscal 2020/21 Q3,21238
Wine,Spain Wine,Spain Rose Wine,Fiscal 2020/21 Q4,39519
Wine,Spain Wine,Spain Rose Wine,Fiscal 2021/22 Q1,54358
Wine,Spain Wine,Spain Rose Wine,Fiscal 2021/22 Q2,49795
Wine,Spain Wine,Spain Rose Wine,Fiscal 2021/22 Q3,28228
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2020/21 Q3,114261
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2020/21 Q4,56988
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2021/22 Q1,66892
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2021/22 Q2,80191
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2021/22 Q3,125572
Wine,Spain Wine,Spain White Wine,Fiscal 2020/21 Q3,39288
Wine,Spain Wine,Spain White Wine,Fiscal 2020/21 Q4,81382
Wine,Spain Wine,Spain White Wine,Fiscal 2021/22 Q1,69019
