cat_type,category,subcategory,Fiscal 2018/19 Q1,Fiscal 2018/19 Q2,Fiscal 2018/19 Q3,Fiscal 2018/19 Q4,Fiscal 2019/20 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"43,971,627","43,398,203","35,977,910","31,170,487","40,090,496"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"8,192,751","8,893,550","7,168,338","7,136,401","8,773,834"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"11,647,399","11,963,421","10,411,533","9,546,689","12,739,578"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"6,338,252","5,974,232","4,309,521","3,775,871","7,172,365"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"62,212","76,533","51,030","51,462","59,947"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"544,326","530,263","500,649","413,869","463,552"
Beer,Import Beer,Asia And South Pacific Beer,"322,070","364,684","301,241","304,139","326,233"
Beer,Import Beer,Europe Beer,"6,422,558","6,444,437","6,056,646","5,123,879","6,213,208"
Beer,Import Beer,Mexico And Caribbean Beer,"2,938,721","3,062,182","1,616,945","1,460,073","2,839,057"
Beer,Import Beer,Other Country Beer,"33,936","49,205","32,568","26,678","24,568"
Beer,Import Beer,USA Beer,"1,730,534","1,733,292","1,358,363","1,054,051","1,570,858"
