cat_type,category,subcategory,period,netsales
Wine,Sake,Japan Sake,Fiscal 2018/19 Q2,1475918
Wine,Sake,Japan Sake,Fiscal 2018/19 Q3,1558327
Wine,Sake,Japan Sake,Fiscal 2018/19 Q4,1405677
Wine,Sake,Japan Sake,Fiscal 2019/20 Q1,1371118
Wine,Sake,Japan Sake,Fiscal 2019/20 Q2,1538556
Wine,Sake,Other Country Sake,Fiscal 2018/19 Q2,83227
Wine,Sake,Other Country Sake,Fiscal 2018/19 Q3,84019
Wine,Sake,Other Country Sake,Fiscal 2018/19 Q4,84521
Wine,Sake,Other Country Sake,Fiscal 2019/20 Q1,86621
Wine,Sake,Other Country Sake,Fiscal 2019/20 Q2,96006
Wine,Sake,USA Sake,Fiscal 2018/19 Q2,661681
Wine,Sake,USA Sake,Fiscal 2018/19 Q3,793771
Wine,Sake,USA Sake,Fiscal 2018/19 Q4,771547
Wine,Sake,USA Sake,Fiscal 2019/20 Q1,653327
Wine,Sake,USA Sake,Fiscal 2019/20 Q2,679113
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q2,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q3,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q4,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2019/20 Q1,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2019/20 Q2,0
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q2,1441352
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q3,1675724
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q4,1479540
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2019/20 Q1,1461248
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2019/20 Q2,1299850
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q2,71754
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q3,5559
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q4,1453
