cat_type,category,subcategory,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"36,875,706","35,266,771","30,907,380","27,944,655","34,214,712"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"8,207,821","8,836,325","6,771,472","6,482,776","8,566,303"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"13,581,174","13,308,580","11,758,239","10,567,789","13,798,902"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"11,035,881","10,962,503","7,600,035","6,678,532","10,357,363"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"28,223","29,757","21,985","13,202","25,509"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"206,978","217,704","174,793","165,113","212,748"
Beer,Import Beer,Asia And South Pacific Beer,"239,888","254,727","270,570","249,099","313,099"
Beer,Import Beer,Europe Beer,"4,832,013","4,771,033","4,256,283","3,941,421","4,832,342"
Beer,Import Beer,Mexico And Caribbean Beer,"757,252","713,914","363,156","388,696","664,559"
Beer,Import Beer,Other Country Beer,"26,884","26,917","20,945","8,878","5,548"
Beer,Import Beer,USA Beer,"444,376","313,244","292,848","301,161","413,674"
