cat_type,category,subcategory,period,netsales
Wine,Sake,USA Sake,Fiscal 2017/18 Q4,831162
Wine,Sake,USA Sake,Fiscal 2018/19 Q1,631453
Wine,Sake,USA Sake,Fiscal 2018/19 Q2,661681
Wine,Sake,USA Sake,Fiscal 2018/19 Q3,793771
Wine,Sake,USA Sake,Fiscal 2018/19 Q4,771547
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2017/18 Q4,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q1,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q2,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q3,0
Wine,South Africa Wine,South Africa Fruit and Dessert Wine,Fiscal 2018/19 Q4,0
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2017/18 Q4,1395284
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q1,1215600
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q2,1441352
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q3,1675724
Wine,South Africa Wine,South Africa Red Wine,Fiscal 2018/19 Q4,1479540
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2017/18 Q4,2670
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q1,76789
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q2,71754
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q3,5559
Wine,South Africa Wine,South Africa Rose Wine,Fiscal 2018/19 Q4,1453
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2017/18 Q4,28076
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2018/19 Q1,33169
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2018/19 Q2,28001
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2018/19 Q3,14556
Wine,South Africa Wine,South Africa Sparkling Wine,Fiscal 2018/19 Q4,4324
Wine,South Africa Wine,South Africa White Wine,Fiscal 2017/18 Q4,875223
Wine,South Africa Wine,South Africa White Wine,Fiscal 2018/19 Q1,1031360
Wine,South Africa Wine,South Africa White Wine,Fiscal 2018/19 Q2,1111788
Wine,South Africa Wine,South Africa White Wine,Fiscal 2018/19 Q3,1219491
Wine,South Africa Wine,South Africa White Wine,Fiscal 2018/19 Q4,1041638
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2017/18 Q4,16765
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2018/19 Q1,14052
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2018/19 Q2,4438
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2018/19 Q3,7153
Wine,Spain Wine,Spain Fruit and Dessert Wine,Fiscal 2018/19 Q4,7390
Wine,Spain Wine,Spain Red Wine,Fiscal 2017/18 Q4,5158809
Wine,Spain Wine,Spain Red Wine,Fiscal 2018/19 Q1,3856715
Wine,Spain Wine,Spain Red Wine,Fiscal 2018/19 Q2,4505777
Wine,Spain Wine,Spain Red Wine,Fiscal 2018/19 Q3,5766660
Wine,Spain Wine,Spain Red Wine,Fiscal 2018/19 Q4,4453924
Wine,Spain Wine,Spain Rose Wine,Fiscal 2017/18 Q4,129143
Wine,Spain Wine,Spain Rose Wine,Fiscal 2018/19 Q1,259067
Wine,Spain Wine,Spain Rose Wine,Fiscal 2018/19 Q2,331154
Wine,Spain Wine,Spain Rose Wine,Fiscal 2018/19 Q3,122453
Wine,Spain Wine,Spain Rose Wine,Fiscal 2018/19 Q4,113682
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2017/18 Q4,867430
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2018/19 Q1,1140121
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2018/19 Q2,1180780
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2018/19 Q3,2038439
Wine,Spain Wine,Spain Sparkling Wine,Fiscal 2018/19 Q4,810178
Wine,Spain Wine,Spain White Wine,Fiscal 2017/18 Q4,901460
Wine,Spain Wine,Spain White Wine,Fiscal 2018/19 Q1,401368
Wine,Spain Wine,Spain White Wine,Fiscal 2018/19 Q2,556468
Wine,Spain Wine,Spain White Wine,Fiscal 2018/19 Q3,534862
Wine,Spain Wine,Spain White Wine,Fiscal 2018/19 Q4,507901
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2017/18 Q4,3697
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2018/19 Q1,1227
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2018/19 Q2,1787
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2018/19 Q3,936
Wine,USA Wine,USA Fruit and Dessert Wine,Fiscal 2018/19 Q4,426
Wine,USA Wine,USA Red Wine,Fiscal 2017/18 Q4,20131938
Wine,USA Wine,USA Red Wine,Fiscal 2018/19 Q1,20554019
Wine,USA Wine,USA Red Wine,Fiscal 2018/19 Q2,20078652
Wine,USA Wine,USA Red Wine,Fiscal 2018/19 Q3,29359886
Wine,USA Wine,USA Red Wine,Fiscal 2018/19 Q4,20214792
Wine,USA Wine,USA Rose Wine,Fiscal 2017/18 Q4,1058760
Wine,USA Wine,USA Rose Wine,Fiscal 2018/19 Q1,1490646
Wine,USA Wine,USA Rose Wine,Fiscal 2018/19 Q2,1444181
Wine,USA Wine,USA Rose Wine,Fiscal 2018/19 Q3,1161230
Wine,USA Wine,USA Rose Wine,Fiscal 2018/19 Q4,1038125
Wine,USA Wine,USA Sparkling Wine,Fiscal 2017/18 Q4,266901
Wine,USA Wine,USA Sparkling Wine,Fiscal 2018/19 Q1,342735
Wine,USA Wine,USA Sparkling Wine,Fiscal 2018/19 Q2,375939
Wine,USA Wine,USA Sparkling Wine,Fiscal 2018/19 Q3,602245
