cat_type,category,subcategory,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1,Fiscal 2022/23 Q2,Fiscal 2022/23 Q3,Fiscal 2022/23 Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,"27,945,744","34,220,651","36,515,291","29,202,588","27,740,691"
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,"6,488,880","8,521,365","8,935,762","6,750,947","6,239,060"
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,"10,565,617","13,939,892","14,348,317","11,600,436","10,872,067"
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,"6,678,449","10,356,316","11,603,196","7,143,916","6,986,189"
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,"12,913","25,391","35,189","21,597","15,672"
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,"165,351","213,524","226,733","183,862","154,355"
Beer,Import Beer,Asia And South Pacific Beer,"249,099","313,137","255,192","305,824","320,531"
Beer,Import Beer,Europe Beer,"3,940,877","4,832,675","4,276,003","4,335,935","3,835,738"
Beer,Import Beer,Mexico And Caribbean Beer,"388,696","664,524","682,522","368,644","288,587"
Beer,Import Beer,Other Country Beer,"8,878","5,524","4,320","3,308","9,999"
Beer,Import Beer,USA Beer,"301,161","414,227","465,987","319,550","303,053"
